Date_Post,Job_Title,Company_Name,Job_Link,Location,Job_Type,Work_Type,Experience_Level,Category,Skills,Job_Description,Job_Requirement
22 days ago,Technical Office Electrical Engineer,fame for trading and contracting co. -,https://wuzzuf.net/jobs/p/fLiwQkV86gBn-Technical-Office-Electrical-Engineer-fame-for-trading-and-contracting-co-Giza-Egypt,"Agouza, Giza, Egypt ",Full Time,Hybrid,'3 - 5,Technical Office Electrical Engineer,AutoCAD; Electrical Engineering; Microsoft Office; Management; Communication; Construction; PMP; Procurement,"Study the tender documents and project specifications for awarded projects. 
 Studying Offers in Terms of Technical & Financial Aspects, And Providing Reports on Related issues 
 Prepare material submittal in conjunction with material to be approved by the consultant & Make SFR, ELEC. ITEMS QS & Invoices 
 Define customer needs and requirements & Providing Items Cost Estimation and prepare Vo Claims 
 Respect project time schedules & implementation plans 
 Making ELEC. shop drawings, as-built, and able to Coordinate with consultants in that Respect. 
 Following up & supervising contractors during Projects ensuring Full Respect for Specifications and Standards. 
 Manage engineering projects and deliver them on time 
 Collaborate with engineers and technicians to design and apply new system processes 
 Examine needs on new equipment, calculate costs, and help prepare budgets 
 Identify and evaluate potential suppliers based on their ability to meet quality, cost, and delivery requirements. 
 Negotiate terms, pricing, and contracts to achieve the best value and maintain strong supplier relationships 
 Evaluate the new and exciting subcontractors' performance to ensure that their work has been performed as per project quality and specifications requirements","Bachelor's degree in Electrical Engineering 
 Computer Skills: AutoCAD -Microsoft Office 
 From 3 to 5 years experience in residential and commercial projects 
 Strong organizational and time management skills, and ability to prioritize 
 Ability to work collaboratively in a team environment and independently when required 
 Knows the market price for all the construction materials 
 Good link with local materials suppliers 
 Understanding of electrical engineering codes and safety standards 
 Problem-solving abilities 
 Attention to detail 
 Strong organizational and communication skills 
 PMP Knowledge is preferred"
22 days ago,Accountant,Cotecna Inspection Egypt  -,https://wuzzuf.net/jobs/p/ZRY0QOXehMqd-Accountant-Cotecna-Inspection-Egypt-Alexandria-Egypt,"Smouha, Alexandria, Egypt ",Full Time,On-site,'3 - 5,Accountant,Accounting; Finance; Microsoft Office; Reporting,"Record/book all transactions and journal entries accurately on daily basis. 
 Organize Accounting records such as registers, ledgers, journals and individuel Accounts. 
 Maintaining and reconciling balance sheet and general ledger accounts. 
 Make sure a bank reconciliation is done on Monthly basis. 
 Participate in the monthly and annual closing process. 
 Review of the employee’s expenditures/reimbursement. 
 Assist in preparing Forecast and Budget process. 
 Assist in the processing of balance sheets, income statements, and other financial statements according to legal and company accounting and financial guidelines. 
 Comply with financial policies and regulations. 
 Collaborate/participate to make sure timely monthly, quarterly, and year-end close. 
 Assisting with annual audit preparations. 
 Perform other accounting duties/tasks as assigned.","Bachelor's degree in Accounting or finance required 
 3 – 5 years of experience in accounting 
 Excellent knowledge in Microsoft Office, particularly with Excel including Vlookups and pivot tables 
 Good understanding of accounting and financial reporting principles 
 Excellent in English"
22 days ago,Site Engineer/Civil,fame for trading and contracting co. -,https://wuzzuf.net/jobs/p/ZyQXeow65pvZ-Site-EngineerCivil-fame-for-trading-and-contracting-co-Giza-Egypt,"Giza, Egypt ",Full Time,Hybrid,'3 - 5,Site Engineer/Civil,AutoCAD; Construction; Engineering; Site Engineer; PMP; Project Management; Architecture; Microsoft Office; Primavera,"Site Management & Supervision 
 Supervise all site execution activities, ensuring projects adhere to specifications and standards. 
 Day-to-day management of the site, including supervising labor, materials, and all related work. 
 Distribute manpower, plan work, and meet deadlines. 
 Planning & Monitoring 
 Prepare work plans and assign tasks to teams for different project phases. 
 Monitor execution schedules and ensure adherence to project timelines. 
 Provide regular progress reports to management and address potential issues. 
 Technical Responsibilities 
 Review and interpret engineering drawings, ensuring accurate implementation. 
 Check plans, shop drawings, quantities, and specifications for accuracy. 
 Oversee the selection, supply, and installation of stone to specification. 
 Resolve unexpected technical difficulties and problems. 
 Coordination & Communication 
 Coordinate with contractors, suppliers, and consultants for smooth workflow. 
 Participate in technical meetings with project stakeholders and resolve execution issues. 
 Liaise with consultants, subcontractors, supervisors, planners, quantity surveyors, and the workforce. 
 Attend progress meetings and provide daily reports. 
 Quality & Safety 
 Ensure all safety procedures are followed to guarantee worker and equipment safety. 
 Monitor the safe storage and handling of stones. 
 Oversee quality control and health and safety matters. 
 Documentation & Reporting 
 Prepare quantity surveys for finished work and snag lists. 
 Prepare reports for variation orders, site instructions, MIRs, CIRs, etc. 
 Cost Management 
 Make cost-effective solutions and proposals for the project","Bachelor's degree in Architecture. 
 Minimum 2 years of experience in site finishing. 
 Experience with commercial or administrative buildings. 
 Strong problem-solving and decision-making skills. 
 Excellent communication skills (verbal and written). 
 Proficient in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). 
 Proficient in AutoCAD. 
 PMP knowledge is a plus. 
 Willingness to work in different locations across Egypt."
22 days ago,Procurement Engineer,fame for trading and contracting co. -,https://wuzzuf.net/jobs/p/RkFh2AaUzZxu-Procurement-Engineer-fame-for-trading-and-contracting-co-Giza-Egypt,"Agouza, Giza, Egypt ",Full Time,Hybrid,'4 - 6,Procurement Engineer,procurement engineer; Supply Chain; Engineering; Mechanical Engineering; Electrical Engineering,"Prepare proposals, request quotes and negotiate purchase terms and conditions 
 Prepare and issue purchase orders and agreements 
 Monitor supplier performance and resolve issues and concerns 
 Inspect and evaluate the quality of purchased items and resolve shortcomings 
 Demand trends and support senior management with the development and implementation of sourcing strategies","A bachelor’s degree in Electrical engineering, Supply chain management or a similar field preferred 
 From 4 to 6 years’ experience 
 Proven work experience as a Procurement Specialist or similar role 
 Good working knowledge of purchasing strategies 
 Excellent communication, interpersonal and negotiation skills 
 Strong analytical thinking and problem-solving skills 
 Proficiency in Microsoft Office and with business application software, purchasing and resource planning systems"
22 days ago,Marketing Specialist,G-TEC Education Egypt -,https://wuzzuf.net/jobs/p/Tm3aYBaaRG5b-Marketing-Specialist-G-TEC-Education-Egypt-Giza-Egypt,"Giza, Egypt ",Full Time,On-site,'5+,Marketing Specialist,Content; Business Administration; E-Marketing; Digital; Google Analytics; media; Sales; Social Media,"Develop and execute marketing campaigns tailored for the training and education sector. 
 Manage social media accounts, create engaging content, and promote training programs. 
 Conduct market research to identify trends, target audiences, and competitor strategies. 
 Optimize SEO/SEM strategies to enhance visibility and attract students. 
 Collaborate with the sales team to generate leads and increase enrollments. 
 Analyze marketing performance and prepare reports with actionable insights. 
 Assist in branding, PR, and organizing promotional events.","Proventrack record of success in marketing withintraining centers or educational institutions, with measurable campaign results. 
 Bachelor’s or Master’s degreein Marketing, Business Administration, or a related field. 
 Minimum of 5 years of hands-on experiencein bothdigital and traditional marketing, preferably in the education or training sector. 
 Expert-level knowledgeof social media marketing, PPC campaigns (Google Ads, Facebook Ads), and SEO strategies. 
 Demonstrated experienceinlead generation, sales funnel optimization, and conversion rate improvement 
 Proficiency in advanced marketing tools, including Meta Business Suite, Google Analytics, HubSpot, Mailchimp, and CRM systems. 
 Exceptional content creation skills, including copywriting, video marketing, and storytelling techniques. 
 Experience in branding and PR, with a strong understanding of how to position a training center effectively in a competitive market. 
 Ability to analyze data-driven insights, track KPIs, and optimize marketing strategies based on performance analytics. 
 Strong leadership and project management skills, capable of managing multiple campaigns, budgets, and deadlines. 
 Experience in event planning and execution, such as educational fairs, webinars, and promotional workshops. 
 Excellent negotiation and networking skillsto build partnerships and collaborations with relevant industry stakeholders. 
 Highly proactive, self-motivated, and innovative mindset, with the ability to drive marketing strategies independently."
22 days ago,Studio Manager,Carina Wear -,https://wuzzuf.net/jobs/p/8hGYpqPtuHYq-Studio-Manager-Carina-Wear-Cairo-Egypt,"Cairo, Egypt ",Part Time,On-site,'2 - 3,Studio Manager,Photography; media; studio management; Videography,"Job Summary: 
 We are looking for a highly organized and dynamic Studio Manager to oversee daily operations within our creative studio. The ideal candidate will manage workflow, ensure efficient collaboration between teams, and maintain high-quality production standards. This role requires a mix of creative understanding, project management, and leadership skills to drive the studio’s success. 
 Key Responsibilities: 
 Oversee the day-to-day operations of the creative studio, ensuring smooth workflow and productivity. 
 Coordinate between designers, photographers, videographers, and marketing teams to ensure project deadlines are met. 
 Manage studio schedules, resource allocation, and project timelines. 
 Maintain studio equipment, supplies, and budget management for the department. 
 Ensure quality control and consistency in all creative outputs. 
 Implement process improvements to enhance efficiency and team collaboration. 
 Act as the main point of contact for internal teams and external vendors regarding studio operations. 
 Monitor and report on project progress, identifying and resolving bottlenecks. 
 Uphold brand guidelines and creative direction across all visual assets. 
 Support team development through training, mentoring, and performance evaluations.","Bachelor’s degree in media production or a related field. 
 3+ years of experience in a studio management. 
 Strong understanding of creative processes, design workflows, and production techniques. 
 Excellent organizational and multitasking skills. 
 Ability to lead and inspire a team while maintaining a collaborative environment. 
 Strong problem-solving and decision-making skills. 
 Ability to work under pressure and meet tight deadlines. 
 Knowledge of photography, videography, and design tools is a plus"
22 days ago,Photographer & Videographer,Carina Wear -,https://wuzzuf.net/jobs/p/uoW9G5LvwPsq-Photographer-Videographer-Carina-Wear-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'2 - 3,Photographer & Videographer,Adobe Photoshop; Adobe Premiere; Design; media; Photo Editing; Photography; Video Editing,"About the Job 
 A 
 talented and creative Photographer & Videographer 
 will be responsible for capturing high-quality photos and videos, handling post-production editing content, and ensuring all visual materials align with our brand identity. 
 Job Description 
 .Capture 
 high-quality photographs and video 
 s for various projects, including corporate events, social media content, marketing campaigns, and product photography ensuring lighting, composition. 
 . 
 Edit and retouch photos using 
 Adobe Photoshop, Light room 
 , or similar tools. 
 . 
 Set up and operate camera equipment, lighting, and audio recording devices. 
 .Edit and produce videos using software like Adobe Premiere Pro, Final Cut Pro, or DaVinci . 
 . 
 Optimize video content for different platforms (social media, website, advertisements). 
 . 
 Manage video production schedules and ensure timely project delivery. 
 . 
 Stay updated with the latest videography trends, tools, and techniques. 
 .Collaborate with the marketing and creative team to develop visual concepts and storyboards. 
 . 
 Stay updated on industry trends and continuously improve photography and videography techniques. 
 . 
 Provide input on creative direction and participate in brainstorming sessions for upcoming projects, 
 contributing innovative ideas for visual storytelling.",No list items found in the requirements section.
22 days ago,Site Electrical Engineer,fame for trading and contracting co. -,https://wuzzuf.net/jobs/p/RZxFEH8Et4OY-Site-Electrical-Engineer-fame-for-trading-and-contracting-co-Giza-Egypt,"Giza, Egypt ",Full Time,On-site,'3 - 5,Site Electrical Engineer,Communication  Engineering Microsoft Office; Project management AutoCAD Reporting,"Site Management & Supervision 
 • Supervise all site execution activities, ensuring projects adhere to specifications and standards. 
 • Day-to-day management of the site, including supervising labor, materials, and all related work. 
 • Distribute manpower, plan work, and meet deadlines. 
 Planning & Monitoring 
 • Prepare work plans and assign tasks to teams for different project phases. 
 • Monitor execution schedules and ensure adherence to project timelines. 
 • Provide regular progress reports to management and address potential issues. 
 Technical Responsibilities 
 • Review and interpret engineering drawings, ensuring accurate implementation. 
 • Check plans, shop drawings, quantities, and specifications for accuracy. 
 • Oversee the selection, supply, and installation of stone to specification. 
 • Resolve unexpected technical difficulties and problems. 
 Coordination & Communication 
 • Coordinate with contractors, suppliers, and consultants for smooth workflow. 
 • Participate in technical meetings with project stakeholders and resolve execution issues. • Liaise with consultants, subcontractors, supervisors, planners, quantity surveyors, and the workforce 
 • Attend progress meetings and provide daily reports. 
 Quality & Safety 
 • Ensure all safety procedures are followed to guarantee worker and equipment safety. 
 • Monitor the safe storage and handling of stones. 
 • Oversee quality control and health and safety matters. 
 Documentation & Reporting 
 • Prepare quantity surveys for finished work and snag lists. 
 • Prepare reports for variation orders, site instructions, MIRs, CIRs, etc. 
 Cost Management 
 • Make cost-effective solutions and proposals for the project",No list items found in the requirements section.
22 days ago,Export Manager,Orchid World Gate -,https://wuzzuf.net/jobs/p/VtVYLDlR8uhl-Export-Manager-Orchid-World-Gate-Cairo-Egypt,"Cairo, Egypt ",Full Time,Hybrid,'3 - 5,Export Manager,Ability to communicate; working under pressure,"Export Manager – Frozen Vegetables, Frozen Fruits & Food Products 
 Job Title: 
 Export Manager 
 Location: 
 Maadi - Cairo - Egypt 
 Experience Level: 
 Mid-Level 
 Employment Type: 
 Full-time 
 Job Summary: 
 We are seeking a motivated and experienced 
 Export Manager 
 to oversee and expand our global market reach in 
 frozen vegetables, fruits, and food products 
 . The ideal candidate should have 
 a strong background in international sales, logistics, and export regulations 
 , ensuring smooth and efficient global trade operations. 
 Key Responsibilities: 
 Develop and execute 
 export sales strategies 
 to drive business growth in international markets. 
 Identify and establish relationships with 
 importers, distributors, and wholesalers 
 across various countries. 
 Conduct 
 market research 
 to analyze trends, competition, and potential business opportunities. 
 Manage 
 negotiations, contracts, and pricing strategies 
 with international clients. 
 Ensure compliance with 
 export regulations, customs requirements, and trade policies 
 in target markets. 
 Coordinate with 
 logistics providers, shipping companies, and customs brokers 
 to ensure timely deliveries. 
 Work closely with 
 production, quality control, and supply chain teams 
 to meet customer demands. 
 Coordinate with the work team to process export documents, including invoices, certificates of origin and health certificates. 
 Attend 
 trade fairs, exhibitions, and B2B meetings 
 to expand the company’s global presence.","3-5 yearsof experience in export sales, preferably infrozen vegetables, fruits, or food products. 
 Strong knowledge ofinternational trade, export documentation, and customs regulations. 
 Proven ability to generate leads and establish strongB2B relationshipsin different markets. 
 Excellentnegotiation, communication, and problem-solving skills. 
 Experience in dealing withshipping companies and logistics coordination. 
 To have a customer base outside of Egypt 
 Salary with performance-based incentives. 
 Career growth opportunities in a rapidly expanding company. 
 Exposure to global markets and international trade fairs. 
 A dynamic and collaborative work environment. 
 Bachelor's degree or equivalent experience 
 Microsoft Office (Outlook, Excel, Word, PowerPoint, etc.) Organized 
 Proficiency inEnglish"
22 days ago,HR OD and Talent Acquisition Supervisor,Nozha Group -,https://wuzzuf.net/jobs/p/H8X1uHgZcud4-HR-OD-and-Talent-Acquisition-Supervisor-Nozha-Group-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",Full Time,On-site,'7 - 10,HR OD and Talent Acquisition Supervisor,Human Resources; Performance Management; OD; Talent acquisition; Recruitment; Training and Development,"We are seeking a 
 Senior Organizational Development (OD) and Talent Acquisition Specialist 
 to join our team in Nozha Language Schools “Hijaz branch ”and contribute to the continuous growth and excellence of our school. This role will be responsible for 
 managing recruitment, enhancing organizational development strategies, and ensuring performance management best practices 
 to support the school’s vision of academic and administrative excellence. 
 Key Responsibilities: 
 Recruitment & Talent Acquisition: 
 Collaborate with school leadership to identify staffing needs and ensure timely recruitment of qualified teachers and administrative staff. 
 Develop and implement 
 effective recruitment strategies 
 through partnerships with training centers, job boards, recruitment agencies, and professional networks. 
 Manage job postings across online platforms, school websites, and recruitment portals to attract top talent. 
 Screen applications, conduct initial interviews, and coordinate the selection process in collaboration with Academic department heads. 
 Lead the 
 onboarding and orientation process 
 to ensure smooth integration of new hires into the school community. 
 Performance Management: 
 Ensure periodic and effective 
 performance appraisals 
 for faculty and administrative staff. 
 Analyze employee turnover data to identify trends and recommend retention strategies. 
 Monitor newcomer performance during the probation period and provide regular reports to school leadership. 
 Support the implementation of the school’s 
 performance management framework 
 , including goal setting and competency evaluations. 
 Support to design and develop the TNA according to the results of the appraisals. 
 Organizational Development & Employee Engagement: 
 Conduct 
 exit interviews 
 to assess areas for improvement and job satisfaction. 
 Create and maintain records of employee participation in 
 training and professional development programs 
 . 
 Create and update 
 Job Descriptions (JDs) 
 for all positions in accordance with school standards. 
 Support the school’s 
 employer branding efforts 
 to attract and retain high-caliber educators and staff.","Bachelor’s degree inHuman Resources, Business Administration, or a related field(HR certification is a plus). 
 7+ years of experiencein talent acquisition, organizational development, or HR within a school or education environment will be a PLUS. 
 Strong knowledge ofHR best practices, performance management, and recruitment techniques. 
 Excellent communication, interpersonal, and problem-solving skills. 
 Proficiency inHR software and applicant tracking systems."
22 days ago,Accounts Receivable Accountant,Ghataty -,https://wuzzuf.net/jobs/p/teJV92NpZkii-Accounts-Receivable-Accountant-Ghataty-Giza-Egypt,"Giza, Egypt ",Full Time,On-site,'3 - 5,Accounts Receivable Accountant,Accounting; Accounting Software; Accounts Receivable; excel; Finance; Financial Analysis; Receivable,"Position Overview: 
 We are looking for a diligent Accounts Receivable Accountant to manage and oversee the company's accounts receivable processes. The ideal candidate will ensure timely collection of payments and maintain accurate financial records. 
 Key Responsibilities: 
 Process and record customer invoices and payments. 
 Monitor accounts receivable aging reports and follow up on overdue accounts. 
 Reconcile customer accounts and resolve discrepancies. 
 Prepare and maintain reports on accounts receivable activity. 
 Assist with month-end closing and financial reporting related to accounts receivable. 
 Collaborate with other departments to ensure smooth financial operations.","Bachelor’s degree in Accounting, Finance, or a related field. 
 3+ years of experience in accounts receivable or a similar role. 
 Proficient in accounting software and Microsoft Excel."
22 days ago,Senior Talent Acquisition Specialist,Ghataty -,https://wuzzuf.net/jobs/p/2TN41JHLorgL-Senior-Talent-Acquisition-Specialist-Ghataty-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'3 - 5,Senior Talent Acquisition Specialist,Hiring; Communication; Human Resources (HR); Interviewing; Recruiting; Talent acquisition,"This is a full-time on-site role for a Senior Talent Acquisition Specialist at Ghataty Egypt, located in 6th of October. The Specialist will be responsible for full-life cycle recruiting, hiring, employer branding, interviewing, and overall recruiting processes within the company.","Full-life Cycle Recruiting and Hiring skills 
 Employer Branding and Recruiting expertise 
 Interviewing skills 
 Experience in developing and implementing recruiting strategies 
 Strong communication and interpersonal skills 
 Ability to work in a fast-paced environment 
 Knowledge of labor laws and regulations 
 Previous experience in the automotive industry is a plus"
22 days ago,Inventory Analysis,Ghataty -,https://wuzzuf.net/jobs/p/FBtUgkTDvNwM-Inventory-Analysis-Ghataty-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'3 - 7,Inventory Analysis,Financial Analysis; Finance; Communication skills; inventory; Management; Stock Control; Financial Management,"G 
 hataty Group, a leading name in the automotive industry for over 45 years, operates as Egypt's largest tire and battery center. With a network of 60 branches nationwide, Ghataty offers a diverse range of products from top brands like Michelin, Hankook, Varta, and more. Beyond sales, the company provides comprehensive after-sales services including tire repair, wheel alignment, and battery replacement. 
 Role: Stock Control Analyst 
 As a Stock Control Analyst at Ghataty's 6th of October branch, you will play a crucial 
 role in optimizing inventory management. Your responsibilities will include: 
 Inventory Management: Overseeing stock levels at retail branches to ensure optimal availability. 
 KPI Development: Establishing key performance indicators (KPIs) to track and improve inventory performance, such as days of stock per branch. 
 Slow-Moving Inventory: Identifying and addressing slow-moving or obsolete stock to minimize losses. 
 Stock Optimization: Implementing strategies to reduce unnecessary stock movements between branches. 
 Collaboration: Working closely with the Stock Control Committee to resolve inventory issues and improve processes. 
 Product Expansion: Identifying opportunities to introduce new product sizes and enhance product availability. 
 Consumable Management: Expanding your role to manage inventory for store consumables and supplies. 
 Purchasing Support: Contributing to the import process within the purchasing department.","Inventory Expertise: Strong knowledge of stock control and management principles. 
 Analytical Skills: The ability to analyze data and identify trends to inform decision-making. 
 Communication Skills: Effective communication with colleagues, stakeholders, and suppliers. 
 Financial Acumen: Understanding of financial concepts and their impact on inventory management. 
 Attention to Detail: A keen eye for accuracy and precision. 
 Adaptability: The ability to thrive in a fast-paced and dynamic environment. 
 Technical Proficiency: Experience with inventory management systems and advanced Excel skills. 
 Project Management: The ability to manage projects and implement process improvements. 
 Language Skills: Proficiency in English. 
 If you have a Bachelor's degree in Business, Finance, or a related field and possess the necessary skills, this role offers an exciting opportunity to contribute to Ghataty's continued success."
22 days ago,Technical Project Manager,Khales -,https://wuzzuf.net/jobs/p/OSPXa82VIAjH-Technical-Project-Manager-Khales-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'4 - 6,Technical Project Manager,Communication skills; Computer Science; Engineering; PMP; Project; Project Management; Planning; English,"Job Purpose: 
 Manage cross functional technical projects across the company 
 Manage and maintain a healthy corporate relationship within Khales & the Holding on strategic planning, budget and projects reporting levels. 
 Deliver company technical projects and services agenda either personally or through subordinate Teams. 
 Job Responsibilities & Accountabilities: 
 • Carry out and implement the five-project management phases; Initiation, Planning, Execution, Controlling, and Closing. 
 • Adopt project management methodology/techniques to manage the nine knowledge areas of project management. 
 • Maintaining and monitoring project plans, project schedules, budgets, and expenditures. 
 • Facilitate the definition of project scope, goals, and deliverables. 
 • Oversee the integration of various systems and applications, ensuring seamless interoperability and alignment with business objectives. 
 • Lead and manage projects using DEVOPS methodologies to improve collaboration between development and operations teams, ensuring timely delivery of high-quality software. 
 • Manage necessary certifications, including PCI compliance and penetration testing, ensuring adherence to industry standards and regulations. 
 • Utilize Jira for project tracking, issue management, and sprint planning. Create and maintain project documentation to ensure transparency and stakeholder engagement. 
 • Collaborate with stakeholders at all levels, ensuring their needs are understood and met throughout the project lifecycle. 
 • Develop detailed project plans using Microsoft Project, including timelines, milestones, and resource allocation. 
 • Lead cross-functional teams, foster a collaborative environment and ensure team members are aligned with project goals. 
 • Identify potential project risks and develop mitigation strategies to minimize impact on project timelines and deliverables. 
 • Define project tasks and resources requirements. 
 • Ensure proper reporting on all levels / aspects related to department scope 
 • Organizing, attending, and participating in stakeholder meetings. 
 • Facilitate meetings where appropriate and distribute minutes to all project team members. 
 • Documenting and following up on important actions and decisions from meetings. 
 • Preparing necessary presentation materials for meetings or weekly Project status 
 • Ensuring project deadlines are met. 
 • Determining project changes (CRs) 
 • Ensuring projects adhere to frameworks and all documentation is maintained appropriately for each project. 
 • Ensure stakeholder views are managed towards the best solution. 
 • Escalate whenever needed to move the project forward,Escalate whenever needed to move the project forward.","Education:Bachelor’s degree in computer science, Information Technology, Engineering, or a related field.PMP Knowledge is preferredScrum. 
 Bachelor’s degree in computer science, Information Technology, Engineering, or a related field. 
 PMP Knowledge is preferred 
 Scrum. 
 Experience:6-8 years of experience in a related field.Proven experience as a Technical Project Manager, preferably within the fintech, telecom, banking, or software development sectors.Digital Products & Lifecycle management experience is required 
 6-8 years of experience in a related field. 
 Proven experience as a Technical Project Manager, preferably within the fintech, telecom, banking, or software development sectors. 
 Digital Products & Lifecycle management experience is required 
 Knowledge & Abilities:Proficiency in project management tools (e.g., Jira, Microsoft Project).Excellent communication and interpersonal skillsStrong organizational and multitasking abilities.Knowledge of digital technology, emerging media and the InternetExcellent project management skills Experience with fintech tools, procedures, and regulationKnowledge of credit cards, Wallets or another financial services a plusExperience in one or more of the following areas: online/mobile banking, new product/service onboarding, payments, online security and authenticationStrong problem-solving, planning/organizational and presentation skillsAbility to develop relationships with internal and external stakeholders and work with all levelsResults-oriented with strong verbal and written communication skills. 
 Proficiency in project management tools (e.g., Jira, Microsoft Project). 
 Excellent communication and interpersonal skills 
 Strong organizational and multitasking abilities. 
 Knowledge of digital technology, emerging media and the Internet 
 Excellent project management skills Experience with fintech tools, procedures, and regulationKnowledge of credit cards, Wallets or another financial services a plus 
 Experience in one or more of the following areas: online/mobile banking, new product/service onboarding, payments, online security and authentication 
 Strong problem-solving, planning/organizational and presentation skills 
 Ability to develop relationships with internal and external stakeholders and work with all levels 
 Results-oriented with strong verbal and written communication skills."
22 days ago,Factory Manager – Diapers & Tissues Industry,AHS Group  -,https://wuzzuf.net/jobs/p/v3aggJeGUHM7-Factory-Manager-–-Diapers-Tissues-Industry-AHS-Group-Cairo-Egypt,"15th May City, Cairo, Egypt ",Full Time,On-site,'7 - 20,Factory Manager – Diapers & Tissues Industry,Manufacturing; Factory Management; Factory; Industry; Production; quality; Engineering; Management; business,"Oversee daily factory operations, ensuring smooth workflow and efficiency. 
 Implement and monitor production plans to meet targets and quality standards. 
 Manage factory staff, providing leadership and training as needed. 
 Ensure compliance with health, safety, and environmental regulations. 
 Optimize production costs and improve operational efficiency. 
 Coordinate with suppliers and logistics for raw materials and finished products. 
 Analyze production data to enhance performance and reduce waste. 
 Troubleshoot production issues and implement solutions.","Proven experience in factory management, preferably in the diapers or tissue industry. 
 Strong knowledge of manufacturing processes, machinery, and quality standards. 
 Excellent leadership, problem-solving, and decision-making skills. 
 Ability to manage budgets, costs, and resources efficiently. 
 Strong communication skills and teamwork abilities. 
 Bachelor's degree in Engineering, Business, or a related field is preferred."
22 days ago,Payroll Accountant,Professional Service - Proserv -,https://wuzzuf.net/jobs/p/qnK3WIhcUZgC-Payroll-Accountant-Professional-Service---Proserv-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'1 - 2,Payroll Accountant,accountant; Accounting; Finance; Financial Analysis; MS Office; Payroll,"1 Review the monthly form for external labor after receiving it from the External Labor and Outsourcing Department. 
 2 Review the net future to be transferred and verify this by reviewing the elements and responses specific to the company's sectors and the method of calculating each element. 
 3 Divide the elements of the wage (deductions) and determine an account for each concept to facilitate freedom of work in a confirmed manner on these elements and submit them to the Court of Appeal. 
 4 Reviews the current model - the proposed model for the bank or (ACH) - the developed model for the children's models or the production department. 
 Reviews the bank request by the labor court abroad to make the changes. 
 5 Jason all bank changes for workers' entitlements (air labor) and monthly salaries. 
 6 Identify the centers with the starting centers to start work. 
 7 Prepares a detailed report of the total salaries of each client individually. 
 8 Ensures that all client invoices are issued according to the values ​​that have been reviewed and recorded and follows up on sending them electronically and recording them on the electronic invoice system. 
 9 Assists in the monthly and annual closing of accounts. 
 10 Reviewing the salaries of foreign workers, their cost centers, their transfers and issuing their invoices. 
 11 Preparing, recording and depositing the work-related tax dues on the specified dates. 
 12 Reviewing the restrictions of foreign workers’ salaries on the daily restrictions register and ensuring that they are entered accurately and completely to determine the company’s financial position.","Previous experience as a payroll accountant or in a similar role 
 Understanding local and governmental rules about payroll 
 Excellent knowledge of MS Office, especially Excel 
 Great computational ability 
 Attention to detail 
 A valid national certification (e.g. Fundamental Payroll Certification) 
 Degree in Accounting, Finance, or relevant field"
22 days ago,HR Coordinator (Personnel & Timekeeper),ICON Holding -,https://wuzzuf.net/jobs/p/ITFczgY0okis-HR-Coordinator-Personnel-Timekeeper-ICON-Holding-Cairo-Egypt,"Helwan, Cairo, Egypt ",Full Time,On-site,'1 - 2,HR Coordinator (Personnel & Timekeeper),Human Resources (HR); Administration; Microsoft Office; Management; excel,"· Follow up the Lateness and attendance and absence and departure before the end of the official working time for the company’s employees by withdrawing the fingerprint on a daily basis 
 · Record vacations and departures forms on the system 
 · Creating Master data for all employees of the company 
 · Conduct and hire casual labors according to the company's policies 
 · Formulate and arrange excel spreadsheets special to the attendance and manpower inside the project. 
 · Creating excel spreadsheets to control the attendance and the absence and disclaimers. 
 · Calculating employee overtime per month in accordance with the company's policies. 
 · Establish and follow the spreadsheet special to the attendance and the absence for the subcontractor (Casual Labors) preparing and closing monthly claims 
 · Produce and submit reports on general HR activity 
 · Coordinating all daily tasks and prepare payroll effects reports.",No list items found in the requirements section.
22 days ago,Senior Electrical Site Engineer,UNI Power -,https://wuzzuf.net/jobs/p/UWRq80aqLWZX-Senior-Electrical-Site-Engineer-UNI-Power-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'3 - 5,Senior Electrical Site Engineer,Electrical Engineering; Electrical; AutoCAD; Data Center Management; UPS; Batteries; Site Engineering,"Design, control, and implement electrical systems and products 
 Manage engineering projects and deliver them on time 
 Define customer needs and requirements 
 Ensure that installations and applications are in line with customer needs and safety standards 
 Collaborate with engineers and technicians to design and apply new system processes 
 Perform quality and performance analysis on new and legacy IT systems 
 Summarize data and report on test results 
 Examine needs on new equipment, calculate costs and help prepare budgets 
 Monitor maintenance and inspection plans","Proven expertise as an electrical engineer 
 Hands-on experience using design and calculation software 
 Deep knowledge of electrical manufacturing processes 
 Understanding of electrical engineering codes and safety standards 
 Problem-solving abilities 
 Attention to detail 
 Strong organizational and communication skills 
 A degree in Electrical Engineering; MSc is a plus"
